date,new_cases,new_cases_smoothed,total_cases
2020-02-13,0.0,1.286,20.0
2020-02-14,0.0,1.286,20.0
2020-02-15,0.0,1.286,20.0
2020-02-16,5.0,0.714,25.0
2020-02-17,0.0,0.714,25.0
2020-02-18,0.0,0.714,25.0
2020-02-19,0.0,0.714,25.0
2020-02-20,0.0,0.714,25.0
2020-02-21,0.0,0.714,25.0
2020-02-22,0.0,0.714,25.0
2020-02-23,6.0,0.857,31.0
2020-02-24,0.0,0.857,31.0
2020-02-25,0.0,0.857,31.0
2020-02-26,0.0,0.857,31.0
2020-02-27,0.0,0.857,31.0
2020-02-28,0.0,0.857,31.0
2020-02-29,0.0,0.857,31.0
2020-03-01,139.0,19.857,170.0
2020-03-02,0.0,19.857,170.0
2020-03-03,0.0,19.857,170.0
2020-03-04,0.0,19.857,170.0
2020-03-05,0.0,19.857,170.0
2020-03-06,0.0,19.857,170.0
2020-03-07,0.0,19.857,170.0
2020-03-08,905.0,129.286,1075.0
2020-03-09,0.0,129.286,1075.0
2020-03-10,0.0,129.286,1075.0
2020-03-11,0.0,129.286,1075.0
2020-03-12,0.0,129.286,1075.0
2020-03-13,0.0,129.286,1075.0
2020-03-14,0.0,129.286,1075.0
2020-03-15,6441.0,920.143,7516.0
2020-03-16,0.0,920.143,7516.0
2020-03-17,0.0,920.143,7516.0
2020-03-18,0.0,920.143,7516.0
2020-03-19,0.0,920.143,7516.0
2020-03-20,0.0,920.143,7516.0
2020-03-21,0.0,920.143,7516.0
2020-03-22,22407.0,3201.0,29923.0
2020-03-23,0.0,3201.0,29923.0
2020-03-24,0.0,3201.0,29923.0
2020-03-25,0.0,3201.0,29923.0
2020-03-26,0.0,3201.0,29923.0
2020-03-27,0.0,3201.0,29923.0
2020-03-28,0.0,3201.0,29923.0
2020-03-29,33981.0,4854.429,63904.0
2020-03-30,0.0,4854.429,63904.0
2020-03-31,0.0,4854.429,63904.0
2020-04-01,0.0,4854.429,63904.0
2020-04-02,0.0,4854.429,63904.0
2020-04-03,0.0,4854.429,63904.0
2020-04-04,0.0,4854.429,63904.0
2020-04-05,36067.0,5152.429,99971.0
2020-04-06,0.0,5152.429,99971.0
2020-04-07,0.0,5152.429,99971.0
2020-04-08,0.0,5152.429,99971.0
2020-04-09,0.0,5152.429,99971.0
2020-04-10,0.0,5152.429,99971.0
2020-04-11,0.0,5152.429,99971.0
2020-04-12,27145.0,3877.857,127116.0
2020-04-13,0.0,3877.857,127116.0
2020-04-14,0.0,3877.857,127116.0
2020-04-15,0.0,3877.857,127116.0
2020-04-16,0.0,3877.857,127116.0
2020-04-17,0.0,3877.857,127116.0
2020-04-18,0.0,3877.857,127116.0
2020-04-19,17345.0,2477.857,144461.0
2020-04-20,0.0,2477.857,144461.0
2020-04-21,0.0,2477.857,144461.0
2020-04-22,0.0,2477.857,144461.0
2020-04-23,0.0,2477.857,144461.0
2020-04-24,0.0,2477.857,144461.0
2020-04-25,0.0,2477.857,144461.0
2020-04-26,12351.0,1764.429,156812.0
2020-04-27,0.0,1764.429,156812.0
2020-04-28,0.0,1764.429,156812.0
2020-04-29,0.0,1764.429,156812.0
2020-04-30,0.0,1764.429,156812.0
2020-05-01,0.0,1764.429,156812.0
2020-05-02,0.0,1764.429,156812.0
2020-05-03,7442.0,1063.143,164254.0
2020-05-04,0.0,1063.143,164254.0
2020-05-05,0.0,1063.143,164254.0
2020-05-06,0.0,1063.143,164254.0
2020-05-07,0.0,1063.143,164254.0
2020-05-08,0.0,1063.143,164254.0
2020-05-09,0.0,1063.143,164254.0
2020-05-10,6243.0,891.857,170497.0
2020-05-11,0.0,891.857,170497.0
2020-05-12,0.0,891.857,170497.0
2020-05-13,0.0,891.857,170497.0
2020-05-14,0.0,891.857,170497.0
2020-05-15,0.0,891.857,170497.0
2020-05-16,0.0,891.857,170497.0
2020-05-17,4775.0,682.143,175272.0
2020-05-18,0.0,682.143,175272.0
2020-05-19,0.0,682.143,175272.0
2020-05-20,0.0,682.143,175272.0
2020-05-21,0.0,682.143,175272.0
2020-05-22,0.0,682.143,175272.0
2020-05-23,0.0,682.143,175272.0
2020-05-24,3604.0,514.857,178876.0
2020-05-25,0.0,514.857,178876.0
2020-05-26,0.0,514.857,178876.0
2020-05-27,0.0,514.857,178876.0
2020-05-28,0.0,514.857,178876.0
2020-05-29,0.0,514.857,178876.0
2020-05-30,0.0,514.857,178876.0
2020-05-31,3206.0,458.0,182082.0
2020-06-01,0.0,458.0,182082.0
2020-06-02,0.0,458.0,182082.0
2020-06-03,0.0,458.0,182082.0
2020-06-04,0.0,458.0,182082.0
2020-06-05,0.0,458.0,182082.0
2020-06-06,0.0,458.0,182082.0
2020-06-07,2354.0,336.286,184436.0
2020-06-08,0.0,336.286,184436.0
2020-06-09,0.0,336.286,184436.0
2020-06-10,0.0,336.286,184436.0
2020-06-11,0.0,336.286,184436.0
2020-06-12,0.0,336.286,184436.0
2020-06-13,0.0,336.286,184436.0
2020-06-14,2348.0,335.429,186784.0
2020-06-15,0.0,335.429,186784.0
2020-06-16,0.0,335.429,186784.0
2020-06-17,0.0,335.429,186784.0
2020-06-18,0.0,335.429,186784.0
2020-06-19,0.0,335.429,186784.0
2020-06-20,0.0,335.429,186784.0
2020-06-21,4192.0,598.857,190976.0
2020-06-22,0.0,598.857,190976.0
2020-06-23,0.0,598.857,190976.0
2020-06-24,0.0,598.857,190976.0
2020-06-25,0.0,598.857,190976.0
2020-06-26,0.0,598.857,190976.0
2020-06-27,0.0,598.857,190976.0
2020-06-28,3167.0,452.429,194143.0
2020-06-29,0.0,452.429,194143.0
2020-06-30,0.0,452.429,194143.0
2020-07-01,0.0,452.429,194143.0
2020-07-02,0.0,452.429,194143.0
2020-07-03,0.0,452.429,194143.0
2020-07-04,0.0,452.429,194143.0
2020-07-05,2691.0,384.429,196834.0
2020-07-06,0.0,384.429,196834.0
2020-07-07,0.0,384.429,196834.0
2020-07-08,0.0,384.429,196834.0
2020-07-09,0.0,384.429,196834.0
2020-07-10,0.0,384.429,196834.0
2020-07-11,0.0,384.429,196834.0
2020-07-12,2429.0,347.0,199263.0
2020-07-13,0.0,347.0,199263.0
2020-07-14,0.0,347.0,199263.0
2020-07-15,0.0,347.0,199263.0
2020-07-16,0.0,347.0,199263.0
2020-07-17,0.0,347.0,199263.0
2020-07-18,0.0,347.0,199263.0
2020-07-19,3044.0,434.857,202307.0
2020-07-20,0.0,434.857,202307.0
2020-07-21,0.0,434.857,202307.0
2020-07-22,0.0,434.857,202307.0
2020-07-23,0.0,434.857,202307.0
2020-07-24,0.0,434.857,202307.0
2020-07-25,0.0,434.857,202307.0
2020-07-26,3936.0,562.286,206243.0
2020-07-27,0.0,562.286,206243.0
2020-07-28,0.0,562.286,206243.0
2020-07-29,0.0,562.286,206243.0
2020-07-30,0.0,562.286,206243.0
2020-07-31,0.0,562.286,206243.0
2020-08-01,0.0,562.286,206243.0
2020-08-02,4843.0,691.857,211086.0
2020-08-03,0.0,691.857,211086.0
2020-08-04,0.0,691.857,211086.0
2020-08-05,0.0,691.857,211086.0
2020-08-06,0.0,691.857,211086.0
2020-08-07,0.0,691.857,211086.0
2020-08-08,0.0,691.857,211086.0
2020-08-09,6067.0,866.714,217153.0
2020-08-10,0.0,866.714,217153.0
2020-08-11,0.0,866.714,217153.0
2020-08-12,0.0,866.714,217153.0
2020-08-13,0.0,866.714,217153.0
2020-08-14,0.0,866.714,217153.0
2020-08-15,0.0,866.714,217153.0
2020-08-16,7971.0,1138.714,225124.0
2020-08-17,0.0,1138.714,225124.0
2020-08-18,0.0,1138.714,225124.0
2020-08-19,0.0,1138.714,225124.0
2020-08-20,0.0,1138.714,225124.0
2020-08-21,0.0,1138.714,225124.0
2020-08-22,0.0,1138.714,225124.0
2020-08-23,9580.0,1368.571,234704.0
2020-08-24,0.0,1368.571,234704.0
2020-08-25,0.0,1368.571,234704.0
2020-08-26,0.0,1368.571,234704.0
2020-08-27,0.0,1368.571,234704.0
2020-08-28,0.0,1368.571,234704.0
2020-08-29,0.0,1368.571,234704.0
2020-08-30,8844.0,1263.429,243548.0
2020-08-31,0.0,1263.429,243548.0
2020-09-01,0.0,1263.429,243548.0
2020-09-02,0.0,1263.429,243548.0
2020-09-03,0.0,1263.429,243548.0
2020-09-04,0.0,1263.429,243548.0
2020-09-05,0.0,1263.429,243548.0
2020-09-06,8609.0,1229.857,252157.0
2020-09-07,0.0,1229.857,252157.0
2020-09-08,0.0,1229.857,252157.0
2020-09-09,0.0,1229.857,252157.0
2020-09-10,0.0,1229.857,252157.0
2020-09-11,0.0,1229.857,252157.0
2020-09-12,0.0,1229.857,252157.0
2020-09-13,9785.0,1397.857,261942.0
2020-09-14,0.0,1397.857,261942.0
2020-09-15,0.0,1397.857,261942.0
2020-09-16,0.0,1397.857,261942.0
2020-09-17,0.0,1397.857,261942.0
2020-09-18,0.0,1397.857,261942.0
2020-09-19,0.0,1397.857,261942.0
2020-09-20,12285.0,1755.0,274227.0
2020-09-21,0.0,1755.0,274227.0
2020-09-22,0.0,1755.0,274227.0
2020-09-23,0.0,1755.0,274227.0
2020-09-24,0.0,1755.0,274227.0
2020-09-25,0.0,1755.0,274227.0
2020-09-26,0.0,1755.0,274227.0
2020-09-27,13064.0,1866.286,287291.0
2020-09-28,0.0,1866.286,287291.0
2020-09-29,0.0,1866.286,287291.0
2020-09-30,0.0,1866.286,287291.0
2020-10-01,0.0,1866.286,287291.0
2020-10-02,0.0,1866.286,287291.0
2020-10-03,0.0,1866.286,287291.0
2020-10-04,15946.0,2278.0,303237.0
2020-10-05,0.0,2278.0,303237.0
2020-10-06,0.0,2278.0,303237.0
2020-10-07,0.0,2278.0,303237.0
2020-10-08,0.0,2278.0,303237.0
2020-10-09,0.0,2278.0,303237.0
2020-10-10,0.0,2278.0,303237.0
2020-10-11,26145.0,3735.0,329382.0
2020-10-12,0.0,3735.0,329382.0
2020-10-13,0.0,3735.0,329382.0
2020-10-14,0.0,3735.0,329382.0
2020-10-15,0.0,3735.0,329382.0
2020-10-16,0.0,3735.0,329382.0
2020-10-17,0.0,3735.0,329382.0
2020-10-18,42031.0,6004.429,371413.0
2020-10-19,0.0,6004.429,371413.0
2020-10-20,0.0,6004.429,371413.0
2020-10-21,0.0,6004.429,371413.0
2020-10-22,0.0,6004.429,371413.0
2020-10-23,0.0,6004.429,371413.0
2020-10-24,0.0,6004.429,371413.0
2020-10-25,74792.0,10684.571,446205.0
2020-10-26,0.0,10684.571,446205.0
2020-10-27,0.0,10684.571,446205.0
2020-10-28,0.0,10684.571,446205.0
2020-10-29,0.0,10684.571,446205.0
2020-10-30,0.0,10684.571,446205.0
2020-10-31,0.0,10684.571,446205.0
2020-11-01,111009.0,15858.429,557214.0
2020-11-02,0.0,15858.429,557214.0
2020-11-03,0.0,15858.429,557214.0
2020-11-04,0.0,15858.429,557214.0
2020-11-05,0.0,15858.429,557214.0
2020-11-06,0.0,15858.429,557214.0
2020-11-07,0.0,15858.429,557214.0
2020-11-08,125692.0,17956.0,682906.0
2020-11-09,0.0,17956.0,682906.0
2020-11-10,0.0,17956.0,682906.0
2020-11-11,0.0,17956.0,682906.0
2020-11-12,0.0,17956.0,682906.0
2020-11-13,0.0,17956.0,682906.0
2020-11-14,0.0,17956.0,682906.0
2020-11-15,127862.0,18266.0,810768.0
2020-11-16,0.0,18266.0,810768.0
2020-11-17,0.0,18266.0,810768.0
2020-11-18,0.0,18266.0,810768.0
2020-11-19,0.0,18266.0,810768.0
2020-11-20,0.0,18266.0,810768.0
2020-11-21,0.0,18266.0,810768.0
2020-11-22,128400.0,18342.857,939168.0
2020-11-23,0.0,18342.857,939168.0
2020-11-24,0.0,18342.857,939168.0
2020-11-25,0.0,18342.857,939168.0
2020-11-26,0.0,18342.857,939168.0
2020-11-27,0.0,18342.857,939168.0
2020-11-28,0.0,18342.857,939168.0
2020-11-29,123122.0,17588.857,1062290.0
2020-11-30,0.0,17588.857,1062290.0
2020-12-01,0.0,17588.857,1062290.0
2020-12-02,0.0,17588.857,1062290.0
2020-12-03,0.0,17588.857,1062290.0
2020-12-04,0.0,17588.857,1062290.0
2020-12-05,0.0,17588.857,1062290.0
2020-12-06,128258.0,18322.571,1190548.0
2020-12-07,0.0,18322.571,1190548.0
2020-12-08,0.0,18322.571,1190548.0
2020-12-09,0.0,18322.571,1190548.0
2020-12-10,0.0,18322.571,1190548.0
2020-12-11,0.0,18322.571,1190548.0
2020-12-12,0.0,18322.571,1190548.0
2020-12-13,156213.0,22316.143,1346761.0
2020-12-14,0.0,22316.143,1346761.0
2020-12-15,0.0,22316.143,1346761.0
2020-12-16,0.0,22316.143,1346761.0
2020-12-17,0.0,22316.143,1346761.0
2020-12-18,0.0,22316.143,1346761.0
2020-12-19,0.0,22316.143,1346761.0
2020-12-20,174589.0,24941.286,1521350.0
2020-12-21,0.0,24941.286,1521350.0
2020-12-22,0.0,24941.286,1521350.0
2020-12-23,0.0,24941.286,1521350.0
2020-12-24,0.0,24941.286,1521350.0
2020-12-25,0.0,24941.286,1521350.0
2020-12-26,0.0,24941.286,1521350.0
2020-12-27,138828.0,19832.571,1660178.0
2020-12-28,0.0,19832.571,1660178.0
2020-12-29,0.0,19832.571,1660178.0
2020-12-30,0.0,19832.571,1660178.0
2020-12-31,0.0,19832.571,1660178.0
2021-01-01,0.0,19832.571,1660178.0
2021-01-02,0.0,19832.571,1660178.0
2021-01-03,122953.0,17564.714,1783131.0
2021-01-04,0.0,17564.714,1783131.0
2021-01-05,0.0,17564.714,1783131.0
2021-01-06,0.0,17564.714,1783131.0
2021-01-07,0.0,17564.714,1783131.0
2021-01-08,0.0,17564.714,1783131.0
2021-01-09,0.0,17564.714,1783131.0
2021-01-10,145505.0,20786.429,1928636.0
2021-01-11,0.0,20786.429,1928636.0
2021-01-12,0.0,20786.429,1928636.0
2021-01-13,0.0,20786.429,1928636.0
2021-01-14,0.0,20786.429,1928636.0
2021-01-15,0.0,20786.429,1928636.0
2021-01-16,0.0,20786.429,1928636.0
2021-01-17,118929.0,16989.857,2047565.0
2021-01-18,0.0,16989.857,2047565.0
2021-01-19,0.0,16989.857,2047565.0
2021-01-20,0.0,16989.857,2047565.0
2021-01-21,0.0,16989.857,2047565.0
2021-01-22,0.0,16989.857,2047565.0
2021-01-23,0.0,16989.857,2047565.0
2021-01-24,95553.0,13650.429,2143118.0
2021-01-25,0.0,13650.429,2143118.0
2021-01-26,0.0,13650.429,2143118.0
2021-01-27,0.0,13650.429,2143118.0
2021-01-28,0.0,13650.429,2143118.0
2021-01-29,0.0,13650.429,2143118.0
2021-01-30,0.0,13650.429,2143118.0
2021-01-31,78172.0,11167.429,2221290.0
2021-02-01,0.0,11167.429,2221290.0
2021-02-02,0.0,11167.429,2221290.0
2021-02-03,0.0,11167.429,2221290.0
2021-02-04,0.0,11167.429,2221290.0
2021-02-05,0.0,11167.429,2221290.0
2021-02-06,0.0,11167.429,2221290.0
2021-02-07,64596.0,9228.0,2285886.0
2021-02-08,0.0,9228.0,2285886.0
2021-02-09,0.0,9228.0,2285886.0
2021-02-10,0.0,9228.0,2285886.0
2021-02-11,0.0,9228.0,2285886.0
2021-02-12,0.0,9228.0,2285886.0
2021-02-13,0.0,9228.0,2285886.0
2021-02-14,50827.0,7261.0,2336713.0
2021-02-15,0.0,7261.0,2336713.0
2021-02-16,0.0,7261.0,2336713.0
2021-02-17,0.0,7261.0,2336713.0
2021-02-18,0.0,7261.0,2336713.0
2021-02-19,0.0,7261.0,2336713.0
2021-02-20,0.0,7261.0,2336713.0
2021-02-21,52329.0,7475.571,2389042.0
2021-02-22,0.0,7475.571,2389042.0
2021-02-23,0.0,7475.571,2389042.0
2021-02-24,0.0,7475.571,2389042.0
2021-02-25,0.0,7475.571,2389042.0
2021-02-26,0.0,7475.571,2389042.0
2021-02-27,0.0,7475.571,2389042.0
2021-02-28,56356.0,8050.857,2445398.0
2021-03-01,0.0,8050.857,2445398.0
2021-03-02,0.0,8050.857,2445398.0
2021-03-03,0.0,8050.857,2445398.0
2021-03-04,0.0,8050.857,2445398.0
2021-03-05,0.0,8050.857,2445398.0
2021-03-06,0.0,8050.857,2445398.0
2021-03-07,58425.0,8346.429,2503823.0
2021-03-08,0.0,8346.429,2503823.0
2021-03-09,0.0,8346.429,2503823.0
2021-03-10,0.0,8346.429,2503823.0
2021-03-11,0.0,8346.429,2503823.0
2021-03-12,0.0,8346.429,2503823.0
2021-03-13,0.0,8346.429,2503823.0
2021-03-14,71391.0,10198.714,2575214.0
2021-03-15,0.0,10198.714,2575214.0
2021-03-16,0.0,10198.714,2575214.0
2021-03-17,0.0,10198.714,2575214.0
2021-03-18,0.0,10198.714,2575214.0
2021-03-19,0.0,10198.714,2575214.0
2021-03-20,0.0,10198.714,2575214.0
2021-03-21,92610.0,13230.0,2667824.0
2021-03-22,0.0,13230.0,2667824.0
2021-03-23,0.0,13230.0,2667824.0
2021-03-24,0.0,13230.0,2667824.0
2021-03-25,0.0,13230.0,2667824.0
2021-03-26,0.0,13230.0,2667824.0
2021-03-27,0.0,13230.0,2667824.0
2021-03-28,116309.0,16615.571,2784133.0
2021-03-29,0.0,16615.571,2784133.0
2021-03-30,0.0,16615.571,2784133.0
2021-03-31,0.0,16615.571,2784133.0
2021-04-01,0.0,16615.571,2784133.0
2021-04-02,0.0,16615.571,2784133.0
2021-04-03,0.0,16615.571,2784133.0
2021-04-04,110007.0,15715.286,2894140.0
2021-04-05,0.0,15715.286,2894140.0
2021-04-06,0.0,15715.286,2894140.0
2021-04-07,0.0,15715.286,2894140.0
2021-04-08,0.0,15715.286,2894140.0
2021-04-09,0.0,15715.286,2894140.0
2021-04-10,0.0,15715.286,2894140.0
2021-04-11,118188.0,16884.0,3012328.0
2021-04-12,0.0,16884.0,3012328.0
2021-04-13,0.0,16884.0,3012328.0
2021-04-14,0.0,16884.0,3012328.0
2021-04-15,0.0,16884.0,3012328.0
2021-04-16,0.0,16884.0,3012328.0
2021-04-17,0.0,16884.0,3012328.0
2021-04-18,142021.0,20288.714,3154349.0
2021-04-19,0.0,20288.714,3154349.0
2021-04-20,0.0,20288.714,3154349.0
2021-04-21,0.0,20288.714,3154349.0
2021-04-22,0.0,20288.714,3154349.0
2021-04-23,0.0,20288.714,3154349.0
2021-04-24,0.0,20288.714,3154349.0
2021-04-25,144678.0,20668.286,3299027.0
2021-04-26,0.0,20668.286,3299027.0
2021-04-27,0.0,20668.286,3299027.0
2021-04-28,0.0,20668.286,3299027.0
2021-04-29,0.0,20668.286,3299027.0
2021-04-30,0.0,20668.286,3299027.0
2021-05-01,0.0,20668.286,3299027.0
2021-05-02,124684.0,17812.0,3423711.0
2021-05-03,0.0,17812.0,3423711.0
2021-05-04,0.0,17812.0,3423711.0
2021-05-05,0.0,17812.0,3423711.0
2021-05-06,0.0,17812.0,3423711.0
2021-05-07,0.0,17812.0,3423711.0
2021-05-08,0.0,17812.0,3423711.0
2021-05-09,100847.0,14406.714,3524558.0
2021-05-10,0.0,14406.714,3524558.0
2021-05-11,0.0,14406.714,3524558.0
2021-05-12,0.0,14406.714,3524558.0
2021-05-13,0.0,14406.714,3524558.0
2021-05-14,0.0,14406.714,3524558.0
2021-05-15,0.0,14406.714,3524558.0
2021-05-16,70746.0,10106.571,3595304.0
2021-05-17,0.0,10106.571,3595304.0
2021-05-18,0.0,10106.571,3595304.0
2021-05-19,0.0,10106.571,3595304.0
2021-05-20,0.0,10106.571,3595304.0
2021-05-21,0.0,10106.571,3595304.0
2021-05-22,0.0,10106.571,3595304.0
2021-05-23,52670.0,7524.286,3647974.0
2021-05-24,0.0,7524.286,3647974.0
2021-05-25,0.0,7524.286,3647974.0
2021-05-26,0.0,7524.286,3647974.0
2021-05-27,0.0,7524.286,3647974.0
2021-05-28,0.0,7524.286,3647974.0
2021-05-29,0.0,7524.286,3647974.0
2021-05-30,29867.0,4266.714,3677841.0
2021-05-31,0.0,4266.714,3677841.0
2021-06-01,0.0,4266.714,3677841.0
2021-06-02,0.0,4266.714,3677841.0
2021-06-03,0.0,4266.714,3677841.0
2021-06-04,0.0,4266.714,3677841.0
2021-06-05,0.0,4266.714,3677841.0
2021-06-06,20680.0,2954.286,3698521.0
2021-06-07,0.0,2954.286,3698521.0
2021-06-08,0.0,2954.286,3698521.0
2021-06-09,0.0,2954.286,3698521.0
2021-06-10,0.0,2954.286,3698521.0
2021-06-11,0.0,2954.286,3698521.0
2021-06-12,0.0,2954.286,3698521.0
2021-06-13,14062.0,2008.857,3712583.0
2021-06-14,0.0,2008.857,3712583.0
2021-06-15,0.0,2008.857,3712583.0
2021-06-16,0.0,2008.857,3712583.0
2021-06-17,0.0,2008.857,3712583.0
2021-06-18,0.0,2008.857,3712583.0
2021-06-19,0.0,2008.857,3712583.0
2021-06-20,7285.0,1040.714,3719868.0
2021-06-21,0.0,1040.714,3719868.0
2021-06-22,0.0,1040.714,3719868.0
2021-06-23,0.0,1040.714,3719868.0
2021-06-24,0.0,1040.714,3719868.0
2021-06-25,0.0,1040.714,3719868.0
2021-06-26,0.0,1040.714,3719868.0
2021-06-27,4859.0,694.143,3724727.0
2021-06-28,0.0,694.143,3724727.0
2021-06-29,0.0,694.143,3724727.0
2021-06-30,0.0,694.143,3724727.0
2021-07-01,0.0,694.143,3724727.0
2021-07-02,0.0,694.143,3724727.0
2021-07-03,0.0,694.143,3724727.0
2021-07-04,4388.0,626.857,3729115.0
2021-07-05,0.0,626.857,3729115.0
2021-07-06,0.0,626.857,3729115.0
2021-07-07,0.0,626.857,3729115.0
2021-07-08,0.0,626.857,3729115.0
2021-07-09,0.0,626.857,3729115.0
2021-07-10,0.0,626.857,3729115.0
2021-07-11,5597.0,799.571,3734712.0
2021-07-12,0.0,799.571,3734712.0
2021-07-13,0.0,799.571,3734712.0
2021-07-14,0.0,799.571,3734712.0
2021-07-15,0.0,799.571,3734712.0
2021-07-16,0.0,799.571,3734712.0
2021-07-17,0.0,799.571,3734712.0
2021-07-18,9113.0,1301.857,3743825.0
2021-07-19,0.0,1301.857,3743825.0
2021-07-20,0.0,1301.857,3743825.0
2021-07-21,0.0,1301.857,3743825.0
2021-07-22,0.0,1301.857,3743825.0
2021-07-23,0.0,1301.857,3743825.0
2021-07-24,0.0,1301.857,3743825.0
2021-07-25,12646.0,1806.571,3756471.0
2021-07-26,0.0,1806.571,3756471.0
2021-07-27,0.0,1806.571,3756471.0
2021-07-28,0.0,1806.571,3756471.0
2021-07-29,0.0,1806.571,3756471.0
2021-07-30,0.0,1806.571,3756471.0
2021-07-31,0.0,1806.571,3756471.0
2021-08-01,15522.0,2217.429,3771993.0
2021-08-02,0.0,2217.429,3771993.0
2021-08-03,0.0,2217.429,3771993.0
2021-08-04,0.0,2217.429,3771993.0
2021-08-05,0.0,2217.429,3771993.0
2021-08-06,0.0,2217.429,3771993.0
2021-08-07,0.0,2217.429,3771993.0
2021-08-08,20423.0,2917.571,3792416.0
2021-08-09,0.0,2917.571,3792416.0
2021-08-10,0.0,2917.571,3792416.0
2021-08-11,0.0,2917.571,3792416.0
2021-08-12,0.0,2917.571,3792416.0
2021-08-13,0.0,2917.571,3792416.0
2021-08-14,0.0,2917.571,3792416.0
2021-08-15,32077.0,4582.429,3824493.0
2021-08-16,0.0,4582.429,3824493.0
2021-08-17,0.0,4582.429,3824493.0
2021-08-18,0.0,4582.429,3824493.0
2021-08-19,0.0,4582.429,3824493.0
2021-08-20,0.0,4582.429,3824493.0
2021-08-21,0.0,4582.429,3824493.0
2021-08-22,49652.0,7093.143,3874145.0
2021-08-23,0.0,7093.143,3874145.0
2021-08-24,0.0,7093.143,3874145.0
2021-08-25,0.0,7093.143,3874145.0
2021-08-26,0.0,7093.143,3874145.0
2021-08-27,0.0,7093.143,3874145.0
2021-08-28,0.0,7093.143,3874145.0
2021-08-29,66371.0,9481.571,3940516.0
2021-08-30,0.0,9481.571,3940516.0
2021-08-31,0.0,9481.571,3940516.0
2021-09-01,0.0,9481.571,3940516.0
2021-09-02,0.0,9481.571,3940516.0
2021-09-03,0.0,9481.571,3940516.0
2021-09-04,0.0,9481.571,3940516.0
2021-09-05,74737.0,10676.714,4015253.0
2021-09-06,0.0,10676.714,4015253.0
2021-09-07,0.0,10676.714,4015253.0
2021-09-08,0.0,10676.714,4015253.0
2021-09-09,0.0,10676.714,4015253.0
2021-09-10,0.0,10676.714,4015253.0
2021-09-11,0.0,10676.714,4015253.0
2021-09-12,71656.0,10236.571,4086909.0
2021-09-13,0.0,10236.571,4086909.0
2021-09-14,0.0,10236.571,4086909.0
2021-09-15,0.0,10236.571,4086909.0
2021-09-16,0.0,10236.571,4086909.0
2021-09-17,0.0,10236.571,4086909.0
2021-09-18,0.0,10236.571,4086909.0
2021-09-19,61471.0,8781.571,4148380.0
2021-09-20,0.0,8781.571,4148380.0
2021-09-21,0.0,8781.571,4148380.0
2021-09-22,0.0,8781.571,4148380.0
2021-09-23,0.0,8781.571,4148380.0
2021-09-24,0.0,8781.571,4148380.0
2021-09-25,0.0,8781.571,4148380.0
2021-09-26,53623.0,7660.429,4202003.0
2021-09-27,0.0,7660.429,4202003.0
2021-09-28,0.0,7660.429,4202003.0
2021-09-29,0.0,7660.429,4202003.0
2021-09-30,0.0,7660.429,4202003.0
2021-10-01,0.0,7660.429,4202003.0
2021-10-02,0.0,7660.429,4202003.0
2021-10-03,56481.0,8068.714,4258484.0
2021-10-04,0.0,8068.714,4258484.0
2021-10-05,0.0,8068.714,4258484.0
2021-10-06,0.0,8068.714,4258484.0
2021-10-07,0.0,8068.714,4258484.0
2021-10-08,0.0,8068.714,4258484.0
2021-10-09,0.0,8068.714,4258484.0
2021-10-10,58025.0,8289.286,4316509.0
2021-10-11,0.0,8289.286,4316509.0
2021-10-12,0.0,8289.286,4316509.0
2021-10-13,0.0,8289.286,4316509.0
2021-10-14,0.0,8289.286,4316509.0
2021-10-15,0.0,8289.286,4316509.0
2021-10-16,0.0,8289.286,4316509.0
2021-10-17,65359.0,9337.0,4381868.0
2021-10-18,0.0,9337.0,4381868.0
2021-10-19,0.0,9337.0,4381868.0
2021-10-20,0.0,9337.0,4381868.0
2021-10-21,0.0,9337.0,4381868.0
2021-10-22,0.0,9337.0,4381868.0
2021-10-23,0.0,9337.0,4381868.0
2021-10-24,97723.0,13960.429,4479591.0
2021-10-25,0.0,13960.429,4479591.0
2021-10-26,0.0,13960.429,4479591.0
2021-10-27,0.0,13960.429,4479591.0
2021-10-28,0.0,13960.429,4479591.0
2021-10-29,0.0,13960.429,4479591.0
2021-10-30,0.0,13960.429,4479591.0
2021-10-31,137011.0,19573.0,4616602.0
2021-11-01,0.0,19573.0,4616602.0
2021-11-02,0.0,19573.0,4616602.0
2021-11-03,0.0,19573.0,4616602.0
2021-11-04,0.0,19573.0,4616602.0
2021-11-05,0.0,19573.0,4616602.0
2021-11-06,0.0,19573.0,4616602.0
2021-11-07,177868.0,25409.714,4794470.0
2021-11-08,0.0,25409.714,4794470.0
2021-11-09,0.0,25409.714,4794470.0
2021-11-10,0.0,25409.714,4794470.0
2021-11-11,0.0,25409.714,4794470.0
2021-11-12,0.0,25409.714,4794470.0
2021-11-13,0.0,25409.714,4794470.0
2021-11-14,271174.0,38739.143,5065644.0
2021-11-15,0.0,38739.143,5065644.0
2021-11-16,0.0,38739.143,5065644.0
2021-11-17,0.0,38739.143,5065644.0
