Day,data,smoothed
2020-03-09,7.188768114959879e-06,1.0278005164989413e-05
2020-03-10,7.8040077805793e-06,1.1337808526261247e-05
2020-03-11,8.555994264088165e-06,1.253709246493519e-05
2020-03-12,9.58655700846562e-06,1.3880172285555603e-05
2020-03-13,1.0818972577833868e-05,1.536823986043329e-05
2020-03-14,1.2068652937189339e-05,1.69988457308242e-05
2020-03-15,1.3519218002470899e-05,1.876542957541328e-05
2020-03-16,1.5290069124992044e-05,2.0656939432897413e-05
2020-03-17,1.7283910338750024e-05,2.2657609578755217e-05
2020-03-18,1.959723084386034e-05,2.474692558083745e-05
2020-03-19,2.219170926067845e-05,2.6899828019821e-05
2020-03-20,2.4918981342538468e-05,2.908720325829547e-05
2020-03-21,2.7955406112393977e-05,3.127665175096886e-05
2020-03-22,3.12119166162922e-05,3.3433528961382e-05
2020-03-23,3.454878100256087e-05,3.552221724423367e-05
2020-03-24,3.8533962455826346e-05,3.750753789166359e-05
2020-03-25,4.312954297938771e-05,3.935621324784928e-05
2020-03-26,4.761717822723458e-05,4.103826668952483e-05
2020-03-27,5.172789245255668e-05,4.252823737575188e-05
2020-03-28,5.474487416452939e-05,4.3806110019664833e-05
2020-03-29,5.618664548163988e-05,4.485788821200271e-05
2020-03-30,5.6591883986807244e-05,4.567577293088966e-05
2020-03-31,5.5988665132907905e-05,4.625794766822488e-05
2020-04-01,5.459070120347526e-05,4.6608019313190375e-05
2020-04-02,5.3148445826832415e-05,4.673419470252559e-05
2020-04-03,5.169667061271998e-05,4.664828770353233e-05
2020-04-04,5.0560018154168704e-05,4.6364669505617624e-05
2020-04-05,5.013654673994941e-05,4.5899264992144014e-05
2020-04-06,4.9966238461150215e-05,4.526867251753132e-05
2020-04-07,4.968257957519193e-05,4.4489468134140854e-05
2020-04-08,4.8985453172016297e-05,4.357772002802643e-05
2020-04-09,4.780983392111068e-05,4.25487071860481e-05
2020-04-10,4.6495692967363675e-05,4.1416821975428536e-05
2020-04-11,4.500987223280914e-05,4.019560774762565e-05
2020-04-12,4.3444907764715054e-05,3.889787790529164e-05
2020-04-13,4.185622437953572e-05,3.753587846654678e-05
2020-04-14,4.000066283885296e-05,3.6121442611837435e-05
2020-04-15,3.8214321811296555e-05,3.466609640150796e-05
2020-04-16,3.6621039860559874e-05,3.318110682909621e-05
2020-04-17,3.495095379735667e-05,3.167745809780949e-05
2020-04-18,3.331596205024899e-05,3.0165754168972427e-05
2020-04-19,3.161586429603997e-05,2.8656076161764214e-05
2020-04-20,2.9744570820555776e-05,2.715780353307724e-05
2020-04-21,2.7845847304904968e-05,2.5679420643913313e-05
2020-04-22,2.5830707471723503e-05,2.4228365821535864e-05
2020-04-23,2.372028858725741e-05,2.2810923897254816e-05
2020-04-24,2.178598669597873e-05,2.1432169927804728e-05
2020-04-25,2.0213599981721912e-05,2.0096009954696957e-05
2020-04-26,1.9017811583634967e-05,1.8805293549808278e-05
2020-04-27,1.8148440663530737e-05,1.7561992443571212e-05
2020-04-28,1.754643195846227e-05,1.636745695306847e-05
2020-04-29,1.6984600194579023e-05,1.522268343517349e-05
2020-04-30,1.6233743183312313e-05,1.4128573139932167e-05
2020-05-01,1.5279984551401378e-05,1.3086172267559733e-05
2020-05-02,1.4119935882119758e-05,1.2096829184756041e-05
2020-05-03,1.2776509326665446e-05,1.116227405861666e-05
2020-05-04,1.13950840979215e-05,1.0284620053371164e-05
2020-05-05,1.0069003009043135e-05,9.466259667278435e-06
2020-05-06,8.845623217612126e-06,8.709689968415237e-06
2020-05-07,7.815141149823396e-06,8.017286197269195e-06
2020-05-08,7.012570445183743e-06,7.391046863069192e-06
2020-05-09,6.396039954144717e-06,6.832348613312891e-06
2020-05-10,5.903590056565261e-06,6.34171710315441e-06
2020-05-11,5.484313824959684e-06,5.918643918748956e-06
2020-05-12,5.144423356659839e-06,5.561466262885805e-06
2020-05-13,4.899811939644618e-06,5.267303784553492e-06
2020-05-14,4.712803606979286e-06,5.03207832811575e-06
2020-05-15,4.569764015169264e-06,4.8506050898737915e-06
2020-05-16,4.52087400240171e-06,4.716738035364449e-06
2020-05-17,4.585011890438353e-06,4.623581656299857e-06
2020-05-18,4.769680602030649e-06,4.563747524774203e-06
2020-05-19,5.057776700368827e-06,4.529641277579344e-06
2020-05-20,5.363783001404031e-06,4.5137732102264575e-06
2020-05-21,5.71190248175386e-06,4.509064772129444e-06
2020-05-22,6.122546318365825e-06,4.509139069684059e-06
2020-05-23,6.473489479321041e-06,4.508584320851834e-06
2020-05-24,6.737301924452894e-06,4.503167309301511e-06
2020-05-25,6.8813096353276205e-06,4.48998328714905e-06
2020-05-26,6.839196456012994e-06,4.467535690217199e-06
2020-05-27,6.701884902002471e-06,4.435742004008646e-06
2020-05-28,6.48026631277397e-06,4.395867882589032e-06
2020-05-29,6.147072001338328e-06,4.350396556673248e-06
2020-05-30,5.819363697936009e-06,4.30285020824944e-06
2020-05-31,5.509404244053264e-06,4.2575803758676525e-06
2020-06-01,5.204366062082765e-06,4.2195362285379546e-06
2020-06-02,4.9933161059772825e-06,4.194029331794719e-06
2020-06-03,4.849631101457458e-06,4.1865138332087514e-06
2020-06-04,4.705220007639105e-06,4.202384470225462e-06
2020-06-05,4.57968723558248e-06,4.246803117873697e-06
2020-06-06,4.486102392661089e-06,4.324564730733534e-06
2020-06-07,4.447377630072927e-06,4.439992720337204e-06
2020-06-08,4.489329456210104e-06,4.596861487434536e-06
2020-06-09,4.582752945954043e-06,4.798350563750242e-06
2020-06-10,4.729422984256706e-06,5.0470246086143865e-06
2020-06-11,4.939666174474934e-06,5.344837176386537e-06
2020-06-12,5.195249607556802e-06,5.693154645487081e-06
2020-06-13,5.515212958441489e-06,6.092798415738192e-06
2020-06-14,5.886728649521665e-06,6.544106763979477e-06
2020-06-15,6.282770023574345e-06,7.0470078278498774e-06
2020-06-16,6.771024738540084e-06,7.601107026728698e-06
2020-06-17,7.428458260062856e-06,8.205784499414371e-06
2020-06-18,8.243856542309836e-06,8.860285573311683e-06
2020-06-19,9.116535202551808e-06,9.563817150367594e-06
2020-06-20,9.940727232969851e-06,1.0315644137978762e-05
2020-06-21,1.0710059183054662e-05,1.1115165619086816e-05
2020-06-22,1.1436955247469952e-05,1.196198461494021e-05
2020-06-23,1.2171112204870518e-05,1.2855964277221917e-05
2020-06-24,1.3014989322937542e-05,1.3797261955758814e-05
2020-06-25,1.3945997156827932e-05,1.478635696919204e-05
2020-06-26,1.4941465585109864e-05,1.58240586722182e-05
2020-06-27,1.5971302240188792e-05,1.6911497858816244e-05
2020-06-28,1.6940470100546266e-05,1.8050121837387244e-05
2020-06-29,1.7977002912489397e-05,1.9241671551619483e-05
2020-06-30,1.9176986493190058e-05,2.0488131722851584e-05
2020-07-01,2.042206828698818e-05,2.1791659114749015e-05
2020-07-02,2.1748875465165076e-05,2.3154468508055694e-05
2020-07-03,2.3119167324664924e-05,2.4578668070108898e-05
2020-07-04,2.4363119646220896e-05,2.6066036724583123e-05
2020-07-05,2.5646522819663557e-05,2.7617725325645825e-05
2020-07-06,2.7148720901729332e-05,2.9233888697418562e-05
2020-07-07,2.8787988508039455e-05,3.091326345894209e-05
2020-07-08,3.0500349103734733e-05,3.265270956503953e-05
2020-07-09,3.219883332616925e-05,3.444675353667958e-05
2020-07-10,3.3817367049176967e-05,3.6287175821617777e-05
2020-07-11,3.5373537769099984e-05,3.816269420953727e-05
2020-07-12,3.6949958312793074e-05,4.005880063851562e-05
2020-07-13,3.8759372844724935e-05,4.195779701808195e-05
2020-07-14,4.089899665430959e-05,4.383906628621247e-05
2020-07-15,4.350920700592915e-05,4.567959765520396e-05
2020-07-16,4.677233299010286e-05,4.7454757248093986e-05
2020-07-17,5.033977106694853e-05,4.9139264927815754e-05
2020-07-18,5.3836375098893357e-05,5.07083117303183e-05
2020-07-19,5.71486331256008e-05,5.213873549501877e-05
2020-07-20,5.994504504399843e-05,5.341016112834668e-05
2020-07-21,6.21041119114659e-05,5.450600539474856e-05
2020-07-22,6.372813164250694e-05,5.5414255276335106e-05
2020-07-23,6.479443411568972e-05,5.612794993319285e-05
2020-07-24,6.546961648673206e-05,5.664532297526844e-05
2020-07-25,6.568026305989392e-05,5.696960009059555e-05
2020-07-26,6.506518474745194e-05,5.710847750762015e-05
2020-07-27,6.382341069379156e-05,5.7073340765225425e-05
2020-07-28,6.234719047329534e-05,5.687831268485207e-05
2020-07-29,6.076407377273806e-05,5.6539216963116684e-05
2020-07-30,5.922169874948706e-05,5.607255514824125e-05
2020-07-31,5.778315449592557e-05,5.5494595425119916e-05
2020-08-01,5.6579782498498446e-05,5.4820631829594795e-05
2020-08-02,5.589717788129337e-05,5.406445465956348e-05
2020-08-03,5.5659020591376176e-05,5.3238057178171825e-05
2020-08-04,5.551961144605879e-05,5.2351564017193986e-05
2020-08-05,5.5187304577099136e-05,5.141334544384653e-05
2020-08-06,5.4475333681598035e-05,5.043027172764454e-05
2020-08-07,5.3409837974302507e-05,4.940805408897258e-05
2020-08-08,5.2094648224902066e-05,4.835162205281286e-05
2020-08-09,5.0643357070321976e-05,4.7265496319524286e-05
2020-08-10,4.9196261098355604e-05,4.6154128557814925e-05
2020-08-11,4.781556195891019e-05,4.502218235537429e-05
2020-08-12,4.649617702689602e-05,4.387473784058233e-05
2020-08-13,4.520809461130729e-05,4.271742498204075e-05
2020-08-14,4.3978180016189534e-05,4.155648592005073e-05
2020-08-15,4.2867021359675464e-05,4.039875615967346e-05
2020-08-16,4.183436102399115e-05,3.925157383977389e-05
2020-08-17,4.075103579058733e-05,3.8122622558981626e-05
2020-08-18,3.948626890914022e-05,3.7019704096883423e-05
2020-08-19,3.802045596858957e-05,3.595046008020631e-05
2020-08-20,3.6443712718541584e-05,3.4922057749226864e-05
2020-08-21,3.482364614034809e-05,3.394085321676528e-05
2020-08-22,3.324335312039619e-05,3.3012071245701276e-05
2020-08-23,3.1813844644771946e-05,3.2139526523739855e-05
2020-08-24,3.053600815595133e-05,3.1325411690462654e-05
2020-08-25,2.948906806406263e-05,3.057020255130872e-05
2020-08-26,2.8864631267328527e-05,2.987269734290284e-05
2020-08-27,2.8579439526184456e-05,2.9230185488586953e-05
2020-08-28,2.846608891902536e-05,2.8638750605757134e-05
2020-08-29,2.8511187132122825e-05,2.809368207252646e-05
2020-08-30,2.8624699092459373e-05,2.7589955390459744e-05
2020-08-31,2.8716186344073904e-05,2.712274252430606e-05
2020-09-01,2.8699566966796487e-05,2.6687889174363252e-05
2020-09-02,2.847923920298759e-05,2.628230340463517e-05
2020-09-03,2.8147497070149e-05,2.5904221919460142e-05
2020-09-04,2.780171721087221e-05,2.5553322138703863e-05
2020-09-05,2.7433105876986147e-05,2.52306654510447e-05
2020-09-06,2.6907013841908222e-05,2.493848288117201e-05
2020-09-07,2.6057812068985324e-05,2.4679831057124744e-05
2020-09-08,2.5046369676135773e-05,2.4458161065118035e-05
2020-09-09,2.407768587531065e-05,2.4276851290404982e-05
2020-09-10,2.3204845861891235e-05,2.4138758706236236e-05
2020-09-11,2.258258733305271e-05,2.4045843948102616e-05
2020-09-12,2.2290538081866988e-05,2.399891211504431e-05
2020-09-13,2.237823353381143e-05,2.399749015336692e-05
2020-09-14,2.295474843684269e-05,2.4039843764070123e-05
2020-09-15,2.3871960574061044e-05,2.412312143739025e-05
2020-09-16,2.482620326550433e-05,2.4243599649545864e-05
2020-09-17,2.5623691345054286e-05,2.439698705130092e-05
2020-09-18,2.615583412428661e-05,2.4578747006404373e-05
2020-09-19,2.640585087274643e-05,2.4784404526449547e-05
2020-09-20,2.6460630276490935e-05,2.5009797610513058e-05
2020-09-21,2.6408835906529266e-05,2.525125998651335e-05
2020-09-22,2.6300164541516235e-05,2.550573504048033e-05
2020-09-23,2.626966879097806e-05,2.577081673020627e-05
2020-09-24,2.6458048625651723e-05,2.6044747347022748e-05
2020-09-25,2.6790758877555013e-05,2.632639386908827e-05
2020-09-26,2.716154847933666e-05,2.661521370962506e-05
2020-09-27,2.757662952832852e-05,2.6911240091208603e-05
2020-09-28,2.8003812065629177e-05,2.7215091998034644e-05
2020-09-29,2.8435189785543558e-05,2.7528002389170596e-05
2020-09-30,2.888996371618828e-05,2.7851866987998207e-05
2020-10-01,2.92657552664709e-05,2.8189297848619182e-05
2020-10-02,2.955675572200319e-05,2.8543659708942447e-05
2020-10-03,2.9894387245818727e-05,2.891908408085628e-05
2020-10-04,3.0232664182344063e-05,2.9320459614026028e-05
2020-10-05,3.04562996862907e-05,2.975337388753339e-05
2020-10-06,3.055262753322875e-05,3.0224011840795773e-05
2020-10-07,3.0585059521896336e-05,3.0739053055155475e-05
2020-10-08,3.06425819296575e-05,3.130556012010645e-05
2020-10-09,3.071543288927648e-05,3.193086664227866e-05
2020-10-10,3.084830723090711e-05,3.262251076562501e-05
2020-10-11,3.1224905547076985e-05,3.3388205819797796e-05
2020-10-12,3.196769489947116e-05,3.42358448154081e-05
2020-10-13,3.303335195994414e-05,3.517353896862787e-05
2020-10-14,3.426778444403052e-05,3.620965095332161e-05
2020-10-15,3.5606773787104945e-05,3.7352804211740703e-05
2020-10-16,3.691825241342402e-05,3.861184933821784e-05
2020-10-17,3.797132392605584e-05,3.999575072514175e-05
2020-10-18,3.8873449541182564e-05,4.1513367501046766e-05
2020-10-19,3.970925900037705e-05,4.317312269834347e-05
2020-10-20,4.0503681369555445e-05,4.498257095917303e-05
2020-10-21,4.163783285385623e-05,4.6947872439349486e-05
2020-10-22,4.317262427776704e-05,4.9073210629221796e-05
2020-10-23,4.493113188221321e-05,5.1360200746896506e-05
2020-10-24,4.701533087534357e-05,5.380731343843126e-05
2020-10-25,4.940037286783071e-05,5.640937620528954e-05
2020-10-26,5.2097149199152544e-05,5.915720867077368e-05
2020-10-27,5.525466952868479e-05,6.203742011437469e-05
2020-10-28,5.873626771512671e-05,6.503242147811292e-05
2020-10-29,6.243988787374075e-05,6.81206732139205e-05
2020-10-30,6.645959890698067e-05,7.127716861611353e-05
2020-10-31,7.052061635364795e-05,7.447416798199665e-05
2020-11-01,7.433678035353385e-05,7.768215659008695e-05
2020-11-02,7.833567682688263e-05,8.087097221507649e-05
2020-11-03,8.277571288738155e-05,8.401104988342543e-05
2020-11-04,8.735322185506844e-05,8.707470134320129e-05
2020-11-05,9.22241515759494e-05,9.003733661635799e-05
2020-11-06,9.733114099544069e-05,9.287854381687212e-05
2020-11-07,0.00010184967537676936,9.558293419710892e-05
2020-11-08,0.00010536717464519405,9.814068033807351e-05
2020-11-09,0.00010781264340263646,0.00010054771226787447
2020-11-10,0.00010925159103914157,0.00010280555100229163
2020-11-11,0.00011010240634383897,0.00010492079630060403
2020-11-12,0.00011051159800185389,0.00010690433299198946
2020-11-13,0.00011053951210155285,0.00010877033769703665
2020-11-14,0.00011062406116653701,0.00011053516642971384
2020-11-15,0.00011131158705565432,0.00011221621698691979
2020-11-16,0.00011276997775004224,0.00011383087917069757
2020-11-17,0.00011469475980385134,0.00011539563796011284
2020-11-18,0.00011678549360066844,0.00011692537802215741
2020-11-19,0.00011862516185337231,0.00011843295754506442
2020-11-20,0.00011992833079105267,0.00011992902851491177
2020-11-21,0.0001209880984605487,0.00012142208231458518
2020-11-22,0.00012192225268139937,0.00012291874654032063
2020-11-23,0.0001228405942908599,0.00012442424735854913
2020-11-24,0.0001241043930532423,0.00012594296592470392
2020-11-25,0.00012571074461135246,0.00012747906937271927
2020-11-26,0.0001277465376512476,0.00012903711132239648
2020-11-27,0.00013027163420176193,0.0001306225447493578
2020-11-28,0.00013281585110380418,0.00013224212744168147
2020-11-29,0.00013508455745534937,0.00013390413629707745
2020-11-30,0.00013694899342079193,0.0001356183760889213
2020-12-01,0.00013817084035703714,0.0001373960214718034
2020-12-02,0.00013881689847954965,0.00013924930566279085
2020-12-03,0.0001390984597742011,0.00014119111363895356
2020-12-04,0.00013911532118124467,0.00014323457605211324
2020-12-05,0.0001391899470258156,0.00014539274225788693
2020-12-06,0.00013982438771955168,0.00014767838633543106
2020-12-07,0.0001413771700227482,0.00015010398064661346
2020-12-08,0.0001441609963933047,0.00015268183967990904
2020-12-09,0.00014815537497768486,0.00015542436532693394
2020-12-10,0.00015274458205073694,0.0001583442590091507
2020-12-11,0.00015736420419773845,0.00016145456103459208
2020-12-12,0.00016184086742951869,0.00016476836918675344
2020-12-13,0.00016596545802810154,0.00016829809616617452
2020-12-14,0.00016931079345618635,0.00017205423034741545
2020-12-15,0.00017173149450089008,0.00017604361812581333
2020-12-16,0.0001732770965876901,0.00018026734932925767
2020-12-17,0.00017391419960885408,0.0001847184916149006
2020-12-18,0.0001744829695593677,0.00018937994401461148
2020-12-19,0.0001759107838266287,0.00019422269386051036
2020-12-20,0.00017831462346428888,0.00019920480537899117
2020-12-21,0.0001828626048005023,0.00020427133918429332
2020-12-22,0.00019079617918257445,0.00020935530696451516
2020-12-23,0.00020178255568201344,0.00021437967508726753
2020-12-24,0.00021523448940948738,0.00021926025876584082
2020-12-25,0.00022962485321701448,0.00022390925735349436
2020-12-26,0.00024257626938803647,0.00022823909391606626
2020-12-27,0.00025278887672501067,0.0002321661800456037
2020-12-28,0.0002595296477427788,0.00023561428950958916
2020-12-29,0.00026264279594851207,0.00023851729427071014
2020-12-30,0.00026298381588905407,0.00024082110843492998
2020-12-31,0.000261694361971457,0.00024248478438211406
2021-01-01,0.0002601527130375045,0.00024348082550340502
2021-01-02,0.00025930730306425177,0.00024379487274268783
2021-01-03,0.0002593946758098413,0.00024342494851028462
2021-01-04,0.00026033609092367723,0.00024238046304954068
2021-01-05,0.00026109090108779147,0.00024068113683559436
2021-01-06,0.0002605777173069096,0.00023835592895142614
2021-01-07,0.00025864769127483336,0.00023544203383935714
2021-01-08,0.00025500732156178,0.0002319839275870455
2021-01-09,0.00024969541360692635,0.0002280324071163482
2021-01-10,0.00024349420761455334,0.00022364357477587117
2021-01-11,0.0002364813951396034,0.00021887769469543613
2021-01-12,0.00022876637363638817,0.00021379787514784175
2021-01-13,0.00022107039180811207,0.00020846860078956953
2021-01-14,0.00021328098649009208,0.0002029541554943697
2021-01-15,0.00020528867955142786,0.0001973169973837905
2021-01-16,0.00019742989236710404,0.00019161621361520146
2021-01-17,0.00018954060943224206,0.00018590616045838584
2021-01-18,0.00018185947209629146,0.0001802354532080256
2021-01-19,0.00017495686384154036,0.0001746458682903136
2021-01-20,0.00016883221993186767,0.0001691724753708875
2021-01-21,0.00016327812085766054,0.00016384335713492498
2021-01-22,0.00015819355952983492,0.00015868003434769715
2021-01-23,0.00015372496395692724,0.00015369808853299343
2021-01-24,0.00014996148176947896,0.00014890793148855785
2021-01-25,0.00014652465908977962,0.00014431566377140652
2021-01-26,0.00014261886339981986,0.00013992391308440344
2021-01-27,0.0001377395433137115,0.00013573257174721764
2021-01-28,0.000132558008726238,0.0001317394047554984
2021-01-29,0.0001278393964048705,0.00012794049491460715
2021-01-30,0.00012364719882493582,0.00012433052863553823
2021-01-31,0.0001199854498158702,0.00012090294179719497
2021-02-01,0.0001165736368786757,0.00011764997594475128
2021-02-02,0.00011338457200295185,0.00011456270197198238
2021-02-03,0.0001108739972384081,0.0001116310368802614
2021-02-04,0.0001088256993272605,0.00010884380823170955
2021-02-05,0.00010684912290348975,0.00010618891246187825
2021-02-06,0.000104884002555318,0.00010365357174114586
2021-02-07,0.00010275494737885635,0.00010122469513832694
2021-02-08,0.00010055215380029976,9.88893392991527e-05
2021-02-09,9.842422809608026e-05,9.663522854115896e-05
2021-02-10,9.625790033562751e-05,9.445130042318456e-05
2021-02-11,9.412529538926196e-05,9.232825455546689e-05
2021-02-12,9.223657577061309e-05,9.025903473498743e-05
2021-02-13,9.068476158648124e-05,8.823919487355332e-05
2021-02-14,8.938667527389056e-05,8.626712498410575e-05
2021-02-15,8.815442105769976e-05,8.434407247848349e-05
2021-02-16,9.19993865997606e-05,8.247395458176407e-05
2021-02-17,8.365129590481763e-05,8.066299157903967e-05
2021-02-18,8.119049859551741e-05,7.891915646779939e-05
2021-02-19,7.837585376806785e-05,7.725149956995681e-05
2021-02-20,7.535088507381133e-05,7.56694447056926e-05
2021-02-21,7.250727735100938e-05,7.418213573158861e-05
2021-02-22,7.012312280099822e-05,7.279792160952433e-05
2021-02-23,6.845142320602052e-05,7.152404608357698e-05
2021-02-24,6.751008876877328e-05,7.0366568208737e-05
2021-02-25,6.698617500159094e-05,6.933053763504814e-05
2021-02-26,6.665854737477735e-05,6.842042322493863e-05
2021-02-27,6.663619995970043e-05,6.764070903586962e-05
2021-02-28,6.693268642326605e-05,6.699654358903896e-05
2021-03-01,6.713607210344262e-05,6.649435491672332e-05
2021-03-02,6.706765835620352e-05,6.61423183664875e-05
2021-03-03,6.672792924108115e-05,6.59505759242092e-05
2021-03-04,6.603693425864862e-05,6.59311663819514e-05
2021-03-05,6.509624523411119e-05,6.609763605523368e-05
2021-03-06,6.377718300845194e-05,6.646434943434011e-05
2021-03-07,6.220003637546032e-05,6.704559113322026e-05
2021-03-08,6.093155837093185e-05,6.785453703653982e-05
2021-03-09,6.019304487774011e-05,6.890220995225626e-05
2021-03-10,6.026387892264096e-05,7.019657849415899e-05
2021-03-11,6.131162578041692e-05,7.174187324982942e-05
2021-03-12,6.31294306775762e-05,7.353817478463315e-05
2021-03-13,6.56811505023699e-05,7.558135578169265e-05
2021-03-14,6.884512495900015e-05,7.786335377616403e-05
2021-03-15,7.256899494138426e-05,8.037270907560732e-05
2021-03-16,7.670141116907348e-05,8.309527351482692e-05
2021-03-17,8.07574266672398e-05,8.601535469995713e-05
2021-03-18,8.476479418240473e-05,8.911612854506318e-05
2021-03-19,8.873488911357857e-05,9.23808389768934e-05
2021-03-20,9.228780540445368e-05,9.5793361839961e-05
2021-03-21,9.5453232039681e-05,9.933870758032611e-05
2021-03-22,9.838558401008083e-05,0.00010300335429318483
2021-03-23,0.00010137658786048396,0.00010677540343797204
2021-03-24,0.00010490659200016109,0.00011064457564862238
2021-03-25,0.00010892815859494169,0.00011460208811701302
2021-03-26,0.00011320490523986054,0.0001186404487004459
2021-03-27,0.00011775345131219504,0.00012275318215086128
2021-03-28,0.00012255685472831288,0.00012693449981417363
2021-03-29,0.00012732766480258567,0.00013117891402798904
2021-03-30,0.0001318316773979438,0.00013548077221990458
2021-03-31,0.00013633907841002836,0.00013983371651725746
2021-04-01,0.00014090593806800352,0.00014423008602225856
2021-04-02,0.00014521229302098457,0.00014866028240872588
2021-04-03,0.00014921982188932694,0.00015311215319086598
2021-04-04,0.0001529090009385592,0.00015757044252540515
2021-04-05,0.0001566949918942618,0.00016201640023713124
2021-04-06,0.0001609920690395394,0.00016642765265189704
2021-04-07,0.00016530060226041602,0.00017077838879179128
2021-04-08,0.00016994862256664885,0.000175039920385832
2021-04-09,0.00017577532783415888,0.00017918162027677956
2021-04-10,0.00018223607041246132,0.0001831721687707632
2021-04-11,0.00018893327607231772,0.00018698104096081307
2021-04-12,0.00019570292930884945,0.00019058008765001714
2021-04-13,0.00020159667682159024,0.00019394500867400937
2021-04-14,0.00020643339966885165,0.00019705655784219058
2021-04-15,0.00021060026479992656,0.00019990131078029375
2021-04-16,0.00021393446685876732,0.0002024718691315819
2021-04-17,0.00021634734227436467,0.00020476645525438627
2021-04-18,0.00021764817159097204,0.0002067878821490691
2021-04-19,0.00021744026802182682,0.0002085420234387319
2021-04-20,0.00021609797093861467,0.00021003595150904236
2021-04-21,0.00021455107802639508,0.00021127595618152428
2021-04-22,0.0002132963957185386,0.00021226570565200355
2021-04-23,0.00021244896883056767,0.00021300476829126718
2021-04-24,0.00021239063965691925,0.00021348767492994925
2021-04-25,0.00021353850616130334,0.00021370366984380714
2021-04-26,0.00021591063989959445,0.00021363718253934917
2021-04-27,0.00021931640209263452,0.00021326894967539433
2021-04-28,0.00022317653483337575,0.00021257764846982594
2021-04-29,0.0002264318351884431,0.00021154186284949553
2021-04-30,0.0002281178145396252,0.00021014213814333585
2021-05-01,0.00022785287262225116,0.00020836288484359872
2021-05-02,0.00022590316150252596,0.00020619395402612283
2021-05-03,0.00022268327816990903,0.00020363173577259022
2021-05-04,0.0002184661515240582,0.00020067978719590793
2021-05-05,0.00021355480283222588,0.00019734863460999262
2021-05-06,0.0002081873893843292,0.00019365562755617585
2021-05-07,0.00020265168457235148,0.0001896239409654194
2021-05-08,0.00019734752157001548,0.00018528161139913076
2021-05-09,0.00019201681596998883,0.0001806604198421782
2021-05-10,0.0001864986179777645,0.00017579480678165727
2021-05-11,0.0001813180515093557,0.00017072091918257954
2021-05-12,0.00017620606014136347,0.00016547579654558874
2021-05-13,0.00017061154209620496,0.00016009672576384885
2021-05-14,0.00016460283044453057,0.0001546207534123838
2021-05-15,0.00015808593696047533,0.0001490842792766321
2021-05-16,0.00015143697590067667,0.00014352269357397436
2021-05-17,0.00014474807992945898,0.0001379700259083669
2021-05-18,0.0001379797175183468,0.00013245855557265883
2021-05-19,0.0001312770258504571,0.00012701839029491245
2021-05-20,0.0001246365358324746,0.00012167704020424256
2021-05-21,0.00011820209382209663,0.00011645899731123041
2021-05-22,0.00011233569567293376,0.00011138536398705751
2021-05-23,0.00010684121659779467,0.00010647359597523345
2021-05-24,0.00010150397619408128,0.00010173739679620393
2021-05-25,9.642344869569191e-05,9.718678490993489e-05
2021-05-26,9.176066457372232e-05,9.282835630889598e-05
2021-05-27,8.751626924088236e-05,8.86657289066148e-05
2021-05-28,8.37473817219895e-05,8.47001280374434e-05
2021-05-29,8.048828956725207e-05,8.093107208366282e-05
2021-05-30,7.757142750188752e-05,7.735709336718236e-05
2021-05-31,7.480050938552709e-05,7.397642598265372e-05
2021-06-01,7.204903432704946e-05,7.0787599083416e-05
2021-06-02,7.265362468295715e-05,6.77898726230521e-05
2021-06-03,6.532923922234998e-05,6.498347773368705e-05
2021-06-04,6.204174890838122e-05,6.236965360925342e-05
2021-06-05,5.887115897147547e-05,5.995049708895794e-05
2021-06-06,5.595978291414424e-05,5.7728661567763123e-05
2021-06-07,5.337498568797316e-05,5.5706931353225016e-05
2021-06-08,5.103060469620359e-05,5.388773617785721e-05
2021-06-09,4.8958426514793306e-05,5.227270042063439e-05
2021-06-10,4.727067227865926e-05,5.086226114464121e-05
2021-06-11,4.592643895731769e-05,4.9655385821780914e-05
2021-06-12,4.5011001705051295e-05,4.864944572292618e-05
2021-06-13,4.448087584053711e-05,4.7840247742553254e-05
2021-06-14,4.3985682938940995e-05,4.722222845957924e-05
2021-06-15,4.3565196558504526e-05,4.678879004807372e-05
2021-06-16,4.341997869879892e-05,4.653274646622553e-05
2021-06-17,4.356019461000356e-05,4.6446831089833335e-05
2021-06-18,4.4021261314568865e-05,4.652423929352497e-05
2021-06-19,4.467385424076811e-05,4.6759187803698093e-05
2021-06-20,4.533233655794432e-05,4.714743535562632e-05
2021-06-21,4.604124174307385e-05,4.768672281735486e-05
2021-06-22,4.6837196967438025e-05,4.8377140407193096e-05
2021-06-23,4.758716653622876e-05,4.922139618055087e-05
2021-06-24,4.820224484867073e-05,5.022500464523229e-05
2021-06-25,4.8663392229824755e-05,5.1396417831766325e-05
2021-06-26,4.8956974336196255e-05,5.274708435351983e-05
2021-06-27,4.936269690089598e-05,5.429149429114434e-05
2021-06-28,5.0197699594203214e-05,5.6047186237901817e-05
2021-06-29,5.14442335665984e-05,5.80346747095861e-05
2021-06-30,5.3128196003062356e-05,6.027725001353886e-05
2021-07-01,5.535083602244539e-05,6.280085871318535e-05
2021-07-02,5.790626697032044e-05,6.563330510344922e-05
2021-07-03,6.050260094867923e-05,6.880376861145375e-05
2021-07-04,6.311870069127574e-05,7.234171160225495e-05
2021-07-05,6.588550430161117e-05,7.627557051863049e-05
2021-07-06,6.881761424224481e-05,8.063120439372222e-05
2021-07-07,7.159684204724394e-05,8.543015987378724e-05
